address,topics,data,blockNumber,blockHash,timeStamp,gasPrice,gasUsed,logIndex,transactionHash,transactionIndex,decoded_data
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000e3308b0bdad7d07d410b6ad6bd8d067384778fd4', '0x000000000000000000000000e3308b0bdad7d07d410b6ad6bd8d067384778fd4', '0x000000000000000000000000e3308b0bdad7d07d410b6ad6bd8d067384778fd4']",0x000000000000000000000000000000000000000000000000010e5c8bfb684000000000000000000000000000000000000000000000000000010e5c8bfb684000,19172186,0x2708d3be884981868d87da405e755cd4e805964bae7cc4d9881b95b30f4564db,1707258815,24348167337,198892,304,0x5d181646efae10fac35fa6d4c4c3dd79bfbbfcc8d57e312bb804b52334f74430,118,"{'event': 'Withdraw', 'sender': '0xe3308b0bdad7d07d410b6ad6bd8d067384778fd4', 'receiver': '0xe3308b0bdad7d07d410b6ad6bd8d067384778fd4', 'owner': '0xe3308b0bdad7d07d410b6ad6bd8d067384778fd4', 'amount': 76100000000000000, 'iShares': 76100000000000000}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x00000000000000000000000099329a9d73f7136ee28e344bd85132eeafae3fdc', '0x00000000000000000000000099329a9d73f7136ee28e344bd85132eeafae3fdc', '0x00000000000000000000000099329a9d73f7136ee28e344bd85132eeafae3fdc']",0x000000000000000000000000000000000000000000000000079a90ea34a9d336000000000000000000000000000000000000000000000000079a90ea34a9d336,19175873,0x39476309433a4d8b9bf1444e15ded6f8f91034ba22605313b32a8117c76e03b6,1707303527,25952162777,198904,281,0xe8d4ece73e60029342de6be732f92ba378585fa6f315c2c5a3b21987a801af61,146,"{'event': 'Withdraw', 'sender': '0x99329a9d73f7136ee28e344bd85132eeafae3fdc', 'receiver': '0x99329a9d73f7136ee28e344bd85132eeafae3fdc', 'owner': '0x99329a9d73f7136ee28e344bd85132eeafae3fdc', 'amount': 547909640259228470, 'iShares': 547909640259228470}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000d7070c94832e350009323d816a64e8f5a354b7ef', '0x000000000000000000000000d7070c94832e350009323d816a64e8f5a354b7ef', '0x000000000000000000000000d7070c94832e350009323d816a64e8f5a354b7ef']",0x000000000000000000000000000000000000000000000000069bd799b8c8b1a9000000000000000000000000000000000000000000000000069bd799b8c8b1a9,19179301,0x987ac33783353aa6fadd369a726516e79e37b4cad6e3b3f37fe0611dadf2ea2a,1707345035,33057055737,198892,155,0x237c544064ee37b4ebcdd102d78addb98190d478903d21888b3e15e89264d1b9,108,"{'event': 'Withdraw', 'sender': '0xd7070c94832e350009323d816a64e8f5a354b7ef', 'receiver': '0xd7070c94832e350009323d816a64e8f5a354b7ef', 'owner': '0xd7070c94832e350009323d816a64e8f5a354b7ef', 'amount': 476211240847847849, 'iShares': 476211240847847849}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000904aa398a9e759054c2ef3ae3f51cdbddf692f34', '0x000000000000000000000000904aa398a9e759054c2ef3ae3f51cdbddf692f34', '0x000000000000000000000000904aa398a9e759054c2ef3ae3f51cdbddf692f34']",0x0000000000000000000000000000000000000000000000000d5b2f85206667de0000000000000000000000000000000000000000000000000d5b2f85206667de,19180279,0x1c4a708b74f846c6e6b9311b7e49e890d14be7b71764755f2e26b98b944791bf,1707356939,25904634471,198904,853,0x89e25cf80b3b9828412ee7376cc6a0a943d391db11ae8dbb0258acd9c36cac22,247,"{'event': 'Withdraw', 'sender': '0x904aa398a9e759054c2ef3ae3f51cdbddf692f34', 'receiver': '0x904aa398a9e759054c2ef3ae3f51cdbddf692f34', 'owner': '0x904aa398a9e759054c2ef3ae3f51cdbddf692f34', 'amount': 962415194194470878, 'iShares': 962415194194470878}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x00000000000000000000000046523f4e792e30a266d9b29469076a1695f17081', '0x00000000000000000000000046523f4e792e30a266d9b29469076a1695f17081', '0x00000000000000000000000046523f4e792e30a266d9b29469076a1695f17081']",0x0000000000000000000000000000000000000000000000000de30ab58d0f7d1e0000000000000000000000000000000000000000000000000de30ab58d0f7d1e,19199105,0x6f7c1194e5fdd2b84bf35a3619e0e1a45fc209301cf1357307ad1f89d18881fd,1707585155,41794211292,198949,446,0xbfa99afc66cc09d19080101807551ae8007b9ee57db66a294b77295972da075f,70,"{'event': 'Withdraw', 'sender': '0x46523f4e792e30a266d9b29469076a1695f17081', 'receiver': '0x46523f4e792e30a266d9b29469076a1695f17081', 'owner': '0x46523f4e792e30a266d9b29469076a1695f17081', 'amount': 1000655317078342942, 'iShares': 1000655317078342942}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000118ba543ea810eb05be7feaf9d3db84e3d1381c6', '0x000000000000000000000000118ba543ea810eb05be7feaf9d3db84e3d1381c6', '0x000000000000000000000000118ba543ea810eb05be7feaf9d3db84e3d1381c6']",0x00000000000000000000000000000000000000000000000000005af3107a400000000000000000000000000000000000000000000000000000005af3107a4000,19210383,0xcb1fcbb96e1fc153e529eadd5da965a0fd72818ab0c27b264614b89d1198ae84,1707722015,19509333736,203668,669,0xdffee2f00770e1ff674a2c72d0b97a221535850c09790863ac0e6b7c87dcf1e0,159,"{'event': 'Withdraw', 'sender': '0x118ba543ea810eb05be7feaf9d3db84e3d1381c6', 'receiver': '0x118ba543ea810eb05be7feaf9d3db84e3d1381c6', 'owner': '0x118ba543ea810eb05be7feaf9d3db84e3d1381c6', 'amount': 100000000000000, 'iShares': 100000000000000}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000f53b2965d13404e5d13ce40c7448f8e13f04034b', '0x000000000000000000000000f53b2965d13404e5d13ce40c7448f8e13f04034b', '0x000000000000000000000000f53b2965d13404e5d13ce40c7448f8e13f04034b']",0x000000000000000000000000000000000000000000000000034e04b00eb8eb36000000000000000000000000000000000000000000000000034e04b00eb8eb36,19211010,0x08b18bd150434f0973751e181957d2cda9f2c0e63b589ab142de9b9af4580939,1707729599,21347108424,198904,174,0x8b253273f6ce9ba2d5e127ac68dc865b273c5b964e5c22342cf5b3d76140f13a,47,"{'event': 'Withdraw', 'sender': '0xf53b2965d13404e5d13ce40c7448f8e13f04034b', 'receiver': '0xf53b2965d13404e5d13ce40c7448f8e13f04034b', 'owner': '0xf53b2965d13404e5d13ce40c7448f8e13f04034b', 'amount': 238132984504970038, 'iShares': 238132984504970038}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000e5fe1f56d1de5e4faac63719d4bd35b6e9048321', '0x000000000000000000000000e5fe1f56d1de5e4faac63719d4bd35b6e9048321', '0x000000000000000000000000e5fe1f56d1de5e4faac63719d4bd35b6e9048321']",0x00000000000000000000000000000000000000000000000000a6fa404071800000000000000000000000000000000000000000000000000000a6fa4040718000,19216583,0x40899df9c1f50c45b42dc879cfc9233a99f59891add8c03b390d6e0f44e9feaf,1707796979,20623044912,198880,561,0xae859dc3948051b4fb1ae9e8cd0a39c93c1c52eba4834792f0b3f03e7a87bb9c,117,"{'event': 'Withdraw', 'sender': '0xe5fe1f56d1de5e4faac63719d4bd35b6e9048321', 'receiver': '0xe5fe1f56d1de5e4faac63719d4bd35b6e9048321', 'owner': '0xe5fe1f56d1de5e4faac63719d4bd35b6e9048321', 'amount': 47000000000000000, 'iShares': 47000000000000000}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x0000000000000000000000008b862ad4f9ad5ddc029dc982aa638ad6a910b9d2', '0x0000000000000000000000008b862ad4f9ad5ddc029dc982aa638ad6a910b9d2', '0x0000000000000000000000008b862ad4f9ad5ddc029dc982aa638ad6a910b9d2']",0x0000000000000000000000000000000000000000000000000de0b6b3a76400000000000000000000000000000000000000000000000000000de0b6b3a7640000,19229902,0x7d4f307bbc4420ee0f8c86a22a593bb37573bd00bdc9ca3407a4395b1916ac26,1707958583,21846373808,198925,315,0x255e707f8d3c025d639a31519dac1c6871ca72b8fe5df1340f31369648616342,156,"{'event': 'Withdraw', 'sender': '0x8b862ad4f9ad5ddc029dc982aa638ad6a910b9d2', 'receiver': '0x8b862ad4f9ad5ddc029dc982aa638ad6a910b9d2', 'owner': '0x8b862ad4f9ad5ddc029dc982aa638ad6a910b9d2', 'amount': 1000000000000000000, 'iShares': 1000000000000000000}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000cffda31a3d620203938469ca328c9cf69b9332e1', '0x000000000000000000000000cffda31a3d620203938469ca328c9cf69b9332e1', '0x000000000000000000000000cffda31a3d620203938469ca328c9cf69b9332e1']",0x00000000000000000000000000000000000000000000000042185dc12672604700000000000000000000000000000000000000000000000042185dc126726047,19235038,0xa37a22d352f7bd9abc5de92babcf1442ca28d0c5468958ffb251c4bf608cec77,1708020731,37996844678,198949,168,0x33af71aa1210f3b31d0efa38c54583f951370f0f116e950d86141310efb2d117,142,"{'event': 'Withdraw', 'sender': '0xcffda31a3d620203938469ca328c9cf69b9332e1', 'receiver': '0xcffda31a3d620203938469ca328c9cf69b9332e1', 'owner': '0xcffda31a3d620203938469ca328c9cf69b9332e1', 'amount': 4762659690099400775, 'iShares': 4762659690099400775}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000e23453e4d885e34b3a54096b1e5851680069649c', '0x000000000000000000000000e23453e4d885e34b3a54096b1e5851680069649c', '0x000000000000000000000000e23453e4d885e34b3a54096b1e5851680069649c']",0x0000000000000000000000000000000000000000000000000b1a2bc2ec5000000000000000000000000000000000000000000000000000000b1a2bc2ec500000,19235644,0xa95403a773848725009052b689c50ec07f841275d84606f1d69e8b4420a866cd,1708028063,81146000000,203668,48,0x770646f47e281942c9610784f635467ec2d3d3281a2085f5e00c741176d169dc,5,"{'event': 'Withdraw', 'sender': '0xe23453e4d885e34b3a54096b1e5851680069649c', 'receiver': '0xe23453e4d885e34b3a54096b1e5851680069649c', 'owner': '0xe23453e4d885e34b3a54096b1e5851680069649c', 'amount': 800000000000000000, 'iShares': 800000000000000000}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x0000000000000000000000003df02dd4458570ad303f25a3233c908e534e152d', '0x0000000000000000000000003df02dd4458570ad303f25a3233c908e534e152d', '0x0000000000000000000000003df02dd4458570ad303f25a3233c908e534e152d']",0x0000000000000000000000000000000000000000000000000126616b21b03b950000000000000000000000000000000000000000000000000126616b21b03b95,19252640,0x478645272ab8372677e9add0ba31f55fad586863029627b006ae8d0deb55db85,1708234379,16798096636,198904,209,0x563bee90f98f6de3968f20b6bb6cd9fac46fc926e0a988e5684dcf3d3a2e67e0,88,"{'event': 'Withdraw', 'sender': '0x3df02dd4458570ad303f25a3233c908e534e152d', 'receiver': '0x3df02dd4458570ad303f25a3233c908e534e152d', 'owner': '0x3df02dd4458570ad303f25a3233c908e534e152d', 'amount': 82860755907525525, 'iShares': 82860755907525525}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x00000000000000000000000037f4d11be5536a30c64305e81e324ee2bbe176a5', '0x00000000000000000000000037f4d11be5536a30c64305e81e324ee2bbe176a5', '0x00000000000000000000000037f4d11be5536a30c64305e81e324ee2bbe176a5']",0x00000000000000000000000000000000000000000000000000a93923686873c000000000000000000000000000000000000000000000000000a93923686873c0,19253154,0x3234429ace4cbc1a6e0db6529b133ba95df913c24b92a88601e0361a8e82568b,1708240655,17943231126,198892,56,0x329f40b753eef01855b5f2ae8fbc8be6cf988274f45e309ce7153a0f88a3c30a,44,"{'event': 'Withdraw', 'sender': '0x37f4d11be5536a30c64305e81e324ee2bbe176a5', 'receiver': '0x37f4d11be5536a30c64305e81e324ee2bbe176a5', 'owner': '0x37f4d11be5536a30c64305e81e324ee2bbe176a5', 'amount': 47632095302415296, 'iShares': 47632095302415296}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000b9fe66b3440edd0cf5f1d1a55c75f8a8e59b6cb2', '0x000000000000000000000000b9fe66b3440edd0cf5f1d1a55c75f8a8e59b6cb2', '0x000000000000000000000000b9fe66b3440edd0cf5f1d1a55c75f8a8e59b6cb2']",0x00000000000000000000000000000000000000000000000022b1c8c1227a000000000000000000000000000000000000000000000000000022b1c8c1227a0000,19287911,0x5bf483dbaa50a05e80976457f643d814b55afd88cc8b7014782e523d441c0710,1708662503,32081377401,198925,379,0x0085df5c2c29d0ee0b0e09b89f684ecbdb743689cf452dc12d993b55e2462103,169,"{'event': 'Withdraw', 'sender': '0xb9fe66b3440edd0cf5f1d1a55c75f8a8e59b6cb2', 'receiver': '0xb9fe66b3440edd0cf5f1d1a55c75f8a8e59b6cb2', 'owner': '0xb9fe66b3440edd0cf5f1d1a55c75f8a8e59b6cb2', 'amount': 2500000000000000000, 'iShares': 2500000000000000000}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000f7eb8cd5cb189d7b7d7763d4017d7fb2bdfa6725', '0x000000000000000000000000f7eb8cd5cb189d7b7d7763d4017d7fb2bdfa6725', '0x000000000000000000000000f7eb8cd5cb189d7b7d7763d4017d7fb2bdfa6725']",0x000000000000000000000000000000000000000000000000015268466c49f7af000000000000000000000000000000000000000000000000015268466c49f7af,19297456,0xbe7d8e05df5f2cb9bf5e863035e769144bcff0456f914d8ef4cd45b0d95967c6,1708777811,24000000000,198904,182,0x39735bbcc5d35bfe03d50f786c026313ce15d1ca22a3b904239bb01cbc985e12,189,"{'event': 'Withdraw', 'sender': '0xf7eb8cd5cb189d7b7d7763d4017d7fb2bdfa6725', 'receiver': '0xf7eb8cd5cb189d7b7d7763d4017d7fb2bdfa6725', 'owner': '0xf7eb8cd5cb189d7b7d7763d4017d7fb2bdfa6725', 'amount': 95253193801988015, 'iShares': 95253193801988015}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x0000000000000000000000008528effbe7cdcfc9b6f9bc915c67007a09df42d0', '0x0000000000000000000000008528effbe7cdcfc9b6f9bc915c67007a09df42d0', '0x0000000000000000000000008528effbe7cdcfc9b6f9bc915c67007a09df42d0']",0x00000000000000000000000000000000000000000000000001635116d3455ebe00000000000000000000000000000000000000000000000001635116d3455ebe,19304830,0x2d20933983c474f559f09f1b1cb231f37d1a6252985be2ade9aa517987071f37,1708866911,27087543928,198892,201,0xde3a7fdde7ff9587fd47a0bbed8146a39bc6d7eeb148aca68869888ee1b696fd,74,"{'event': 'Withdraw', 'sender': '0x8528effbe7cdcfc9b6f9bc915c67007a09df42d0', 'receiver': '0x8528effbe7cdcfc9b6f9bc915c67007a09df42d0', 'owner': '0x8528effbe7cdcfc9b6f9bc915c67007a09df42d0', 'amount': 100012775207952062, 'iShares': 100012775207952062}"
0xc4181dc7bb31453c4a48689ce0cbe975e495321c,"['0xfbde797d201c681b91056529119e0b02407c7bb96a4a2c75c01fc9667232c8db', '0x000000000000000000000000e23453e4d885e34b3a54096b1e5851680069649c', '0x000000000000000000000000e23453e4d885e34b3a54096b1e5851680069649c', '0x000000000000000000000000e23453e4d885e34b3a54096b1e5851680069649c']",0x00000000000000000000000000000000000000000000000002c931c187ae485700000000000000000000000000000000000000000000000002c931c187ae4857,19340767,0x60552173e867b99478e14fd503e31aac878509dd3b737348122bef6c9e67e34d,1709301455,64512729107,198892,108,0xf7dc9a884d21678dcd2ffb641fe325eaf0184773b2b97e27ebefe9d5cbd7be39,121,"{'event': 'Withdraw', 'sender': '0xe23453e4d885e34b3a54096b1e5851680069649c', 'receiver': '0xe23453e4d885e34b3a54096b1e5851680069649c', 'owner': '0xe23453e4d885e34b3a54096b1e5851680069649c', 'amount': 200746365669492823, 'iShares': 200746365669492823}"
